query	target	evalue	prob	TP/FP(SF)
d2joqa1/d.58.54	d1j27a_/d.58.50	0.0226	0.900	FP
d2oqpa1/a.26.1	d2z3qa1/a.26.1	0.00635	0.999	TP
d2ov0a_/b.6.1	d1ws8a_/b.6.1	0.0121	0.949	TP
d2ov0a_/b.6.1	d1l9na3/b.1.5	0.00327	0.900	FP
d2ozza1/c.94.1	d1pb7a_/c.94.1	5.89e-05	0.999	TP
d2ozza1/c.94.1	d1sbpa_/c.94.1	2.23e-05	0.999	TP
d2ozza1/c.94.1	d1eu8a_/c.94.1	0.000566	0.949	TP
d2ozza1/c.94.1	d1ursa_/c.94.1	0.00108	0.900	TP
d2y8ga_/b.55.1	d1faoa_/b.55.1	0.0293	0.949	TP
d2y8ga_/b.55.1	d2hthb1/b.55.1	0.0327	0.949	TP
d2y8ga_/b.55.1	d1wg7a_/b.55.1	0.031	0.900	TP
d2zs0d_/a.1.1	d1cqxa1/a.1.1	0.0162	0.999	TP
d2zs0d_/a.1.1	d1x46a_/a.1.1	0.0206	0.999	TP
d3akea_/c.37.1	d2grja_/c.37.1	0.000434	0.999	TP
d3akea_/c.37.1	d3iija_/c.37.1	0.000249	0.999	TP
d2ilka_/a.26.1	d3dlqi_/a.26.1	0.0474	0.949	TP
d2ix0a2/b.40.4	d1u0la1/b.40.4	0.04	0.949	TP
d1e4ft1/c.55.1	d1sz2a1/c.55.1	0.04	0.900	TP
d1eaza_/b.55.1	d2zkmx3/b.55.1	0.0284	0.999	TP
d1eaza_/b.55.1	d1fhoa_/b.55.1	0.0619	0.949	TP
d1eaza_/b.55.1	d1wj1a_/b.55.1	0.102	0.949	TP
d1ek6a_/c.2.1	d1lssa_/c.2.1	0.00343	0.999	TP
d1ek6a_/c.2.1	d1e5qa1/c.2.1	0.000222	0.999	TP
d1ek6a_/c.2.1	d1ldna1/c.2.1	0.0103	0.949	TP
d1ek6a_/c.2.1	d1pjqa1/c.2.1	0.0256	0.900	TP
d1exha_/b.2.2	d2wnxa_/b.2.2	0.00272	0.999	TP
d3ecfa1/d.17.4	d2ux0a1/d.17.4	0.00147	0.999	TP
d3ecfa1/d.17.4	d1idpa_/d.17.4	0.00198	0.999	TP
d3ecfa1/d.17.4	d1jkgb_/d.17.4	0.0155	0.949	TP
d3f4wa_/c.1.2	d2vxna_/c.1.1	0.00129	0.999	FP
d3f4wa_/c.1.2	d1eyea_/c.1.21	0.00145	0.999	FP
d3f4wa_/c.1.2	d1jr1a1/c.1.5	0.00286	0.999	FP
d3f4wa_/c.1.2	d3bofa1/c.1.21	0.00203	0.999	FP
d3f4wa_/c.1.2	d1ps9a1/c.1.4	0.00303	0.999	FP
d3f4wa_/c.1.2	d1pyfa_/c.1.7	0.000916	0.999	FP
d3f4wa_/c.1.2	d1k77a_/c.1.15	0.000437	0.999	FP
d3f4wa_/c.1.2	d1r30a_/c.1.28	0.000773	0.999	FP
d3f4wa_/c.1.2	d1ur4a_/c.1.8	0.0038	0.949	FP
d3heba_/c.23.1	d2ayxa1/c.23.1	0.00362	0.999	TP
d3heba_/c.23.1	d1qo0d_/c.23.1	0.0223	0.949	TP
d3heba_/c.23.1	d1t0ia_/c.23.5	0.0146	0.900	FP
d3i47a_/c.14.1	d1th8b_/c.13.2	0.01	0.949	FP
d3kzga_/c.94.1	d1ixha_/c.94.1	8.36e-05	0.999	TP
d1vhca_/c.1.10	d2qjga_/c.1.10	0.000357	0.999	TP
d1vhca_/c.1.10	d1kbia1/c.1.4	0.00152	0.999	FP
d1vhca_/c.1.10	d1p2fa2/c.23.1	0.000579	0.999	FP
d1vhca_/c.1.10	d1vlia2/c.1.10	0.00333	0.999	TP
d1vhca_/c.1.10	d1rqba2/c.1.10	0.00119	0.999	TP
d1vhca_/c.1.10	d3ctla_/c.1.2	0.00333	0.999	FP
d1vhca_/c.1.10	d1muca1/c.1.11	0.00376	0.999	FP
d1vhca_/c.1.10	d2y88a_/c.1.2	0.00161	0.999	FP
d1vhca_/c.1.10	d2vxna_/c.1.1	0.000298	0.999	FP
d1vhca_/c.1.10	d1w5qa_/c.1.10	0.00143	0.999	TP
d1vhca_/c.1.10	d1x7fa2/c.1.8	0.0204	0.949	FP
d1vhca_/c.1.10	d1vp5a_/c.1.7	0.00508	0.949	FP
d1vhca_/c.1.10	d1f74a_/c.1.10	0.0105	0.949	TP
d1vhca_/c.1.10	d2pl1a_/c.23.1	0.0181	0.900	FP
d1vhca_/c.1.10	d1piia1/c.1.2	0.0134	0.900	FP
d1vhca_/c.1.10	d3gdla_/c.1.2	0.0118	0.900	FP
d1vl6a1/c.2.1	d1bgva1/c.2.1	0.000163	0.999	TP
d1vl6a1/c.2.1	d1ygya1/c.2.1	0.00304	0.999	TP
d1vl6a1/c.2.1	d1mx3a1/c.2.1	0.00255	0.999	TP
d1vl6a1/c.2.1	d1luaa1/c.2.1	0.00872	0.949	TP
d1vl6a1/c.2.1	d1jvba2/c.2.1	0.0147	0.900	TP
d1vl6a1/c.2.1	d1yb5a2/c.2.1	0.00872	0.900	TP
d1vl6a1/c.2.1	d1x7da_/c.2.1	0.0355	0.900	TP
d1yksa2/c.37.1	d2rb4a_/c.37.1	0.00926	0.949	TP
d1yksa2/c.37.1	d1oywa3/c.37.1	0.00569	0.949	TP
d1yksa2/c.37.1	d1hv8a2/c.37.1	0.0217	0.900	TP
d1yqga2/c.2.1	d1nvta1/c.2.1	0.0034	0.999	TP
d1yqga2/c.2.1	d1bg6a2/c.2.1	0.00361	0.999	TP
d1yqga2/c.2.1	d1p3da1/c.5.1	0.0832	0.949	FP
d1yqga2/c.2.1	d1ydwa1/c.2.1	0.0488	0.949	TP
d1yqga2/c.2.1	d2g17a1/c.2.1	0.0158	0.900	TP
d1yxma1/c.2.1	d2fr1a2/c.2.1	9.73e-05	0.999	TP
d1yxma1/c.2.1	d1yovb_/c.111.1	0.00306	0.999	FP
d1yxma1/c.2.1	d1y7ta1/c.2.1	0.00595	0.949	TP
d1yxma1/c.2.1	d1iz0a2/c.2.1	0.00856	0.900	TP
d1yxma1/c.2.1	d1f8fa2/c.2.1	0.00527	0.900	TP
d1yxma1/c.2.1	d1ej0a_/c.66.1	0.0157	0.900	FP
d1yxma1/c.2.1	d2naca1/c.2.1	0.00909	0.900	TP
d1yxma1/c.2.1	d1g8aa_/c.66.1	0.0212	0.900	FP
d1yxma1/c.2.1	d1zq9a1/c.66.1	0.0225	0.900	FP
d1zcca1/c.1.18	d1jpdx1/c.1.11	0.014	0.900	FP
d1zcca1/c.1.18	d1znna1/c.1.2	0.00436	0.900	FP
d1zcca1/c.1.18	d3bofa1/c.1.21	0.0103	0.900	FP
d1zcca1/c.1.18	d3iara_/c.1.9	0.00222	0.900	FP
d1zcca1/c.1.18	d1jr1a1/c.1.5	0.0215	0.900	FP
d1zq9a1/c.66.1	d1pjza_/c.66.1	0.000144	0.999	TP
d1zq9a1/c.66.1	d1yzha1/c.66.1	8.15e-05	0.999	TP
d1zq9a1/c.66.1	d1jqea_/c.66.1	0.000105	0.999	TP
d1zq9a1/c.66.1	d1xeaa1/c.2.1	0.0204	0.949	FP
d1zq9a1/c.66.1	d2bgka1/c.2.1	0.0192	0.949	FP
d1zq9a1/c.66.1	d1fl2a2/c.3.1	0.018	0.900	FP
d1zq9a1/c.66.1	d1nvta1/c.2.1	0.0232	0.900	FP
d1zq9a1/c.66.1	d2ae2a_/c.2.1	0.0362	0.900	FP
d1zq9a1/c.66.1	d3ai2a_/c.2.1	0.0169	0.900	FP
d2a9da1/b.1.18	d1v8ha1/b.1.18	0.0044	0.999	TP
d2a9da1/b.1.18	d2oxga_/b.1.18	0.00376	0.999	TP
d2a9da1/b.1.18	d1k85a_/b.1.2	0.0609	0.949	FP
d2a9da1/b.1.18	d1bpva_/b.1.2	0.04	0.900	FP
d2a9da1/b.1.18	d1edqa1/b.1.18	0.103	0.900	TP
d2a9da1/b.1.18	d3rnqa_/b.1.1	0.0182	0.900	FP
d1itxa1/c.1.8	d1ep3a_/c.1.4	0.000141	0.999	FP
d1itxa1/c.1.8	d2guya2/c.1.8	2.43e-05	0.999	TP
d1itxa1/c.1.8	d1k77a_/c.1.15	0.000823	0.949	FP
d1itxa1/c.1.8	d1qtwa_/c.1.15	0.00261	0.949	FP
d1itxa1/c.1.8	d3eb2a_/c.1.10	0.000774	0.949	FP
d1itxa1/c.1.8	d1ohla_/c.1.10	0.00118	0.949	FP
d1itxa1/c.1.8	d3blda_/c.1.20	0.00261	0.949	FP
d1itxa1/c.1.8	d1a0ca_/c.1.15	0.000987	0.949	FP
d1itxa1/c.1.8	d1p1xa_/c.1.10	0.00205	0.900	FP
d1itxa1/c.1.8	d1f74a_/c.1.10	0.00277	0.900	FP
d1itxa1/c.1.8	d2e6fa_/c.1.4	0.000774	0.900	FP
d1itxa1/c.1.8	d1r85a_/c.1.8	0.000874	0.900	TP
d1itxa1/c.1.8	d1wcga1/c.1.8	0.00126	0.900	TP
d1j3ta_/b.34.2	d2rn8a1/b.34.2	0.0574	0.999	TP
d1j3ta_/b.34.2	d2jnga1/b.34.9	0.0727	0.900	FP
d1j5ya1/a.4.5	d2foka3/a.4.5	0.02	0.999	TP
d1j5ya1/a.4.5	d2dk5a1/a.4.5	0.0951	0.900	TP
d1jfib_/a.22.1	d2huec_/a.22.1	0.0462	0.999	TP
d1jhfa1/a.4.5	d1i5za1/a.4.5	0.117	0.900	TP
d3eb2a_/c.1.10	d1gvfa_/c.1.10	0.000222	0.999	TP
d3eb2a_/c.1.10	d2choa2/c.1.8	9.09e-05	0.999	FP
d3eb2a_/c.1.10	d1vcva1/c.1.10	0.00197	0.999	TP
d3eb2a_/c.1.10	d1sfla_/c.1.10	0.00068	0.999	TP
d3eb2a_/c.1.10	d1kkoa1/c.1.11	0.00133	0.999	FP
d3eb2a_/c.1.10	d1eyea_/c.1.21	0.00307	0.999	FP
d3eb2a_/c.1.10	d2qjga_/c.1.10	0.00106	0.999	TP
d3eb2a_/c.1.10	d2zdra2/c.1.10	0.00197	0.999	TP
d3eb2a_/c.1.10	d1sgja_/c.1.12	0.0026	0.999	FP
d3eb2a_/c.1.10	d1eoka_/c.1.8	0.000643	0.999	FP
d3eb2a_/c.1.10	d1nvma2/c.1.10	0.00119	0.999	TP
d3eb2a_/c.1.10	d1pyfa_/c.1.7	0.000127	0.999	FP
d3eb2a_/c.1.10	d5ruba1/c.1.14	0.00076	0.999	FP
d3eb2a_/c.1.10	d1tv5a1/c.1.4	0.00601	0.949	FP
d3eb2a_/c.1.10	d2bhua3/c.1.8	0.0105	0.949	FP
d3eb2a_/c.1.10	d1zcca1/c.1.18	0.0131	0.900	FP
d3eb2a_/c.1.10	d1i1wa_/c.1.8	0.0321	0.900	FP
d3eb2a_/c.1.10	d3igxa_/c.1.10	0.00537	0.900	TP
d3eb2a_/c.1.10	d2c0ha1/c.1.8	0.0174	0.900	FP
d3eb2a_/c.1.10	d1gcya2/c.1.8	0.0131	0.900	FP
d3eb2a_/c.1.10	d2qapa1/c.1.10	0.0124	0.900	TP
d3fcda_/d.32.1	d1xqaa_/d.32.1	0.000126	0.999	TP
d3fcda_/d.32.1	d1u6la_/d.32.1	7.03e-05	0.999	TP
d3fcda_/d.32.1	d1cjxa2/d.32.1	0.00885	0.900	TP
d3i42a_/c.23.1	d1wl8a1/c.23.16	0.0167	0.949	FP
d3i42a_/c.23.1	d2cb0a_/c.80.1	0.0244	0.949	FP
d3ivra_/e.23.1	d1tjya_/c.93.1	0.000532	0.900	FP
d1mwqa_/d.58.4	d1y0ha_/d.58.4	0.000185	0.999	TP
d1mwqa_/d.58.4	d1x7va_/d.58.4	0.000212	0.999	TP
d1mwqa_/d.58.4	d2cyya2/d.58.4	0.017	0.949	TP
d1mwqa_/d.58.4	d2iboa1/d.58.48	0.00463	0.949	FP
d1mwqa_/d.58.4	d1r3na2/d.58.19	0.000835	0.949	FP
d1mwqa_/d.58.4	d2cfxa2/d.58.4	0.0148	0.900	TP
d1mwqa_/d.58.4	d1x8da1/d.58.4	0.00377	0.900	TP
d1n0ua5/d.58.11	d3lo3a_/d.58.4	0.00127	0.999	FP
d1n0ua5/d.58.11	d2bjda_/d.58.10	0.0514	0.900	FP
d1n0ua5/d.58.11	d1qd1a1/d.58.34	0.0896	0.900	FP
d1ne6a2/b.82.3	d1nxma_/b.82.1	0.00123	0.949	FP
d1ne6a2/b.82.3	d2h0va_/b.82.1	0.00822	0.949	FP
d1nhpa1/c.3.1	d1pj5a2/c.3.1	0.000128	0.999	TP
d1nhpa1/c.3.1	d1n4wa1/c.3.1	0.00239	0.949	TP
d1nsla_/d.108.1	d1s3za_/d.108.1	0.00162	0.999	TP
d1nsla_/d.108.1	d2atra1/d.108.1	0.0292	0.900	TP
d1q33a_/d.113.1	d3zr0a_/d.113.1	0.00111	0.999	TP
d1q33a_/d.113.1	d1vhza_/d.113.1	0.000473	0.999	TP
d1qh5a_/d.157.1	d3jxpa_/d.157.1	0.000755	0.999	TP
d1qh5a_/d.157.1	d2i7va_/d.157.1	0.000275	0.999	TP
d1qw9a2/c.1.8	d1ecea_/c.1.8	0.000195	0.999	TP
d1qw9a2/c.1.8	d1b5ta_/c.1.23	0.000184	0.999	FP
d1qw9a2/c.1.8	d2cyga1/c.1.8	0.000328	0.999	TP
d1qw9a2/c.1.8	d3n9ka_/c.1.8	5.43e-05	0.999	TP
d1qw9a2/c.1.8	d1tx2a_/c.1.21	0.0014	0.949	FP
d1qw9a2/c.1.8	d3bofa2/c.1.26	0.00396	0.949	FP
d1qw9a2/c.1.8	d1lt7a_/c.1.26	0.00249	0.949	FP
d1qw9a2/c.1.8	d2choa2/c.1.8	0.000782	0.949	TP
d1qw9a2/c.1.8	d1fcqa_/c.1.8	0.000368	0.949	TP
d1qw9a2/c.1.8	d2wzma_/c.1.7	0.00842	0.900	FP
d1qw9a2/c.1.8	d3m5va_/c.1.10	0.00166	0.900	FP
d1qw9a2/c.1.8	d3lg3a_/c.1.12	0.00222	0.900	FP
d1rcqa2/c.1.6	d1vlia2/c.1.10	0.0121	0.949	FP
d2gfqa1/c.56.7	d2a8ya_/c.56.2	0.00905	0.949	FP
d2grja_/c.37.1	d1teva_/c.37.1	0.00017	0.999	TP
d2grja_/c.37.1	d1p5zb_/c.37.1	0.000472	0.999	TP
d2grja_/c.37.1	d1zina1/c.37.1	0.000302	0.999	TP
d2grja_/c.37.1	d1zp6a1/c.37.1	0.00827	0.900	TP
d2gysa2/b.1.2	d1f6fb1/b.1.2	0.00131	0.999	TP
d2gysa2/b.1.2	d2fnba_/b.1.2	0.0121	0.999	TP
d2gysa2/b.1.2	d1f97a2/b.1.1	0.0447	0.949	FP
d2gysa2/b.1.2	d1iama1/b.1.1	0.0198	0.900	FP
d2h5ca_/b.47.1	d1eq9a_/b.47.1	0.00188	0.999	TP
d2h5ca_/b.47.1	d1dy9.1/b.47.1	0.00312	0.999	TP
d2h5ca_/b.47.1	d3govb_/b.47.1	0.00445	0.999	TP
d2h5ca_/b.47.1	d3mhwu_/b.47.1	0.00178	0.999	TP
d2hq9a1/b.45.1	d1usca_/b.45.1	0.0592	0.900	TP
d2hq9a1/b.45.1	d2nr4a1/b.45.1	0.036	0.900	TP
d1ny5a2/c.37.1	d1sxja2/c.37.1	0.000217	0.999	TP
d1ny5a2/c.37.1	d3cf1a3/c.37.1	0.000245	0.999	TP
d1ohla_/c.1.10	d1wbha1/c.1.10	0.000153	0.999	TP
d1ohla_/c.1.10	d3daqa_/c.1.10	0.000153	0.999	TP
d1ohla_/c.1.10	d3lg3a_/c.1.12	1.79e-05	0.999	FP
d1ohla_/c.1.10	d3igsa_/c.1.2	0.000446	0.999	FP
d1ohla_/c.1.10	d2yr1a_/c.1.10	0.000534	0.999	TP
d1ohla_/c.1.10	d1ur4a_/c.1.8	0.000113	0.999	FP
d1ohla_/c.1.10	d1f74a_/c.1.10	0.000136	0.949	TP
d1ohla_/c.1.10	d1lwha2/c.1.8	0.003	0.949	FP
d1ohla_/c.1.10	d2zdra2/c.1.10	0.00404	0.900	TP
d1ohla_/c.1.10	d2cyga1/c.1.8	0.00176	0.900	FP
d1ohla_/c.1.10	d1itxa1/c.1.8	0.00147	0.900	FP
d1ohla_/c.1.10	d1jaka1/c.1.8	0.000763	0.900	FP
d1pb7a_/c.94.1	d3r26a_/c.94.1	9.57e-05	0.999	TP
d1pb7a_/c.94.1	d1h3da1/c.94.1	1.19e-05	0.999	TP
d1pb7a_/c.94.1	d1us5a_/c.94.1	0.000272	0.999	TP
d1pb7a_/c.94.1	d1p99a_/c.94.1	0.00152	0.949	TP
d1pb7a_/c.94.1	d1ursa_/c.94.1	0.00585	0.900	TP
d2vzsa3/b.1.4	d1xvsa_/b.1.23	0.00598	0.999	FP
d2vzsa3/b.1.4	d1fnfa1/b.1.2	0.0119	0.949	FP
d2wi8a_/c.92.2	d1xvla1/c.92.2	0.00147	0.949	TP
d2xcza_/d.80.1	d3ej9a_/d.80.1	0.0489	0.900	TP
d2za4b_/c.9.1	d1fnna2/c.37.1	0.0527	0.900	FP
d2zkmx3/b.55.1	d1btka_/b.55.1	0.0049	0.999	TP
d2zkmx3/b.55.1	d2elba2/b.55.1	0.0877	0.949	TP
d2zkmx3/b.55.1	d2coca1/b.55.1	0.0664	0.949	TP
d2zkmx3/b.55.1	d1gg3a2/b.55.1	0.153	0.900	TP
d2uwaa_/b.29.1	d1pz7a_/b.29.1	0.00645	0.900	TP
d2uwaa_/b.29.1	d2fbea1/b.29.1	0.00548	0.900	TP
d2vm1a_/c.47.1	d2h30a_/c.47.1	0.00215	0.999	TP
d2vm1a_/c.47.1	d1a8ya3/c.47.1	0.00098	0.999	TP
d2vm1a_/c.47.1	d1a8ya1/c.47.1	0.00506	0.999	TP
d2vm1a_/c.47.1	d1a8ya2/c.47.1	0.0413	0.900	TP
d2vsmb_/b.6.1	d3ef4a_/b.6.1	0.00258	0.900	TP
d2xsta_/b.60.1	d1lfoa_/b.60.1	0.0313	0.900	TP
d2xsta_/b.60.1	d2g7ba_/b.60.1	0.0124	0.900	TP
d2xsta_/b.60.1	d2rcqa_/b.60.1	0.0131	0.900	TP
d2yw6a_/a.25.1	d1lb3a_/a.25.1	0.0355	0.999	TP
d2yw6a_/a.25.1	d1z6om1/a.25.1	0.0881	0.999	TP
d1w0pa2/b.29.1	d3kqra_/b.29.1	0.00111	0.999	TP
d1wexa_/d.58.7	d1jmta_/d.58.7	0.00467	0.999	TP
d1wexa_/d.58.7	d1o0pa_/d.58.7	0.00385	0.999	TP
d1wexa_/d.58.7	d2cpya1/d.58.7	0.000668	0.999	TP
d1wexa_/d.58.7	d1p1ta_/d.58.7	0.00568	0.999	TP
d1wexa_/d.58.7	d1u6fa1/d.58.7	0.00361	0.999	TP
d1evha_/b.55.1	d1faoa_/b.55.1	0.0746	0.949	TP
d1evha_/b.55.1	d2caya1/b.55.1	0.0355	0.949	TP
d1evha_/b.55.1	d1tqza1/b.55.1	0.0209	0.949	TP
d1evha_/b.55.1	d2coda1/b.55.1	0.0707	0.900	TP
d1exqa_/c.55.3	d1bcoa2/c.55.3	0.0103	0.999	TP
d1exqa_/c.55.3	d3bzka5/c.55.3	0.00492	0.949	TP
d1f1ea_/a.22.1	d1q9ca_/a.22.1	0.00564	0.999	TP
d1fi4a2/d.58.26	d1wuua2/d.58.26	0.00437	0.949	TP
d1ybha1/c.31.1	d3clsd2/c.31.1	0.00106	0.999	TP
d1ybha1/c.31.1	d1vima_/c.80.1	0.000875	0.949	FP
d1yhta1/c.1.8	d1vema2/c.1.8	4.25e-05	0.999	TP
d1yhta1/c.1.8	d1r3sa_/c.1.22	3.57e-05	0.999	FP
d1yhta1/c.1.8	d1e43a2/c.1.8	0.000136	0.999	TP
d1yhta1/c.1.8	d2aama1/c.1.8	0.000172	0.999	TP
d1yhta1/c.1.8	d2f2ha4/c.1.8	0.00023	0.999	TP
d1yhta1/c.1.8	d1nvma2/c.1.10	0.00105	0.949	FP
d1yhta1/c.1.8	d1xyza_/c.1.8	0.00282	0.949	TP
d1yhta1/c.1.8	d1piia1/c.1.2	0.00377	0.900	FP
d1yhta1/c.1.8	d1w0ma_/c.1.1	0.00567	0.900	FP
d1yhta1/c.1.8	d1geqa_/c.1.2	0.00505	0.900	FP
d1yhta1/c.1.8	d3a5fa_/c.1.10	0.004	0.900	FP
d1yhta1/c.1.8	d1r7aa2/c.1.8	0.00449	0.900	TP
d1yt8a1/c.46.1	d1e0ca2/c.46.1	0.0035	0.999	TP
d1yt8a1/c.46.1	d1uara1/c.46.1	0.00426	0.999	TP
d1ywfa1/c.45.1	d2nt2a_/c.45.1	0.00267	0.999	TP
d1ywfa1/c.45.1	d1zsqa2/c.45.1	0.0222	0.900	TP
d1z0xa1/a.4.1	d1zk8a1/a.4.1	0.0162	0.999	TP
d1z0xa1/a.4.1	d3loca1/a.4.1	0.0117	0.999	TP
d1zcza2/c.97.1	d2nx8a_/c.97.1	0.0157	0.949	TP
d1zcza2/c.97.1	d2pw9a1/c.97.1	0.0683	0.949	TP
d1wlta1/b.82.1	d2d40a1/b.82.1	0.0105	0.999	TP
d1wlta1/b.82.1	d1vj2a_/b.82.1	0.019	0.949	TP
d1wlta1/b.82.1	d1cx4a2/b.82.3	0.0145	0.900	FP
d1wlta1/b.82.1	d1o7fa2/b.82.3	0.013	0.900	FP
d1wu4a1/a.102.1	d1gxma_/a.102.5	0.0129	0.949	FP
d1wxxa1/b.122.1	d1r3ea1/b.122.1	0.0151	0.999	TP
d1x44a1/b.1.1	d1cs6a3/b.1.1	0.0014	0.999	TP
d1x44a1/b.1.1	d1gsma1/b.1.1	0.00429	0.999	TP
d1x44a1/b.1.1	d2ifga1/b.1.1	0.00106	0.999	TP
d1x44a1/b.1.1	d1h3ga1/b.1.18	0.0531	0.900	FP
d1x44a1/b.1.1	d1k3ia1/b.1.18	0.0131	0.900	FP
d1x44a1/b.1.1	d2dmba1/b.1.18	0.038	0.900	FP
d1x44a1/b.1.1	d3qzba_/b.1.13	0.0502	0.900	FP
d1x5ja1/b.1.2	d2ic2a1/b.1.2	0.0121	0.999	TP
d1x5ja1/b.1.2	d2nxyb2/b.1.1	0.0253	0.949	FP
d1x5ja1/b.1.2	d1ucta1/b.1.1	0.0503	0.900	FP
d2uuia1/f.56.1	d1r0da_/a.216.1	0.0921	0.949	FP
d2v1qa_/b.34.2	d1ng2a1/b.34.2	0.00603	0.999	TP
d2v1qa_/b.34.2	d2evra1/b.34.11	0.0296	0.999	FP
d2v1qa_/b.34.2	d3pmta_/b.34.9	0.272	0.900	FP
d2ve8a_/a.4.5	d1qbja_/a.4.5	0.0882	0.900	TP
d2ve8a_/a.4.5	d1stza1/a.4.5	0.0882	0.900	TP
d2vhla2/c.1.9	d3gg7a_/c.1.9	0.000275	0.999	TP
d2vhla2/c.1.9	d2fvka2/c.1.9	0.000275	0.999	TP
d2vhla2/c.1.9	d1jpma1/c.1.11	0.0037	0.900	FP
d2vhla2/c.1.9	d1xrta2/c.1.9	0.00212	0.900	TP
d2vhla2/c.1.9	d2i9ua2/c.1.9	0.00732	0.900	TP
d2vhla2/c.1.9	d1gkpa2/c.1.9	0.00137	0.900	TP
d2w0pa_/b.1.18	d1h3ga1/b.1.18	0.00492	0.999	TP
d2w0pa_/b.1.18	d1epfa1/b.1.1	0.00111	0.999	FP
d2w0pa_/b.1.18	d2hp4a_/b.1.1	0.0299	0.949	FP
d2w0pa_/b.1.18	d1zxqa2/b.1.1	0.039	0.900	FP
d2w0pa_/b.1.18	d2oz4a2/b.1.1	0.0819	0.900	FP
d2w0pa_/b.1.18	d3b5ha1/b.1.1	0.0508	0.900	FP
d2wfha_/c.10.2	d2xwtc_/c.10.2	0.000659	0.999	TP
d2wnvb_/b.22.1	d2wraa_/b.115.1	0.0312	0.949	FP
d1uura3/d.93.1	d1luia_/d.93.1	0.0357	0.900	TP
d1uura3/d.93.1	d2iuha_/d.93.1	0.0336	0.900	TP
d1vb5a_/c.124.1	d1vj0a2/c.2.1	0.00715	0.949	FP
d1vb5a_/c.124.1	d1kola2/c.2.1	0.0114	0.900	FP
d1vb5a_/c.124.1	d3piua_/c.67.1	0.00566	0.900	FP
d1vhta_/c.37.1	d1zina1/c.37.1	0.000187	0.999	TP
d1vhta_/c.37.1	d3akya1/c.37.1	0.00108	0.949	TP
d1yb1a_/c.2.1	d1m6ya2/c.66.1	0.0112	0.949	FP
d1yb1a_/c.2.1	d2fr1a2/c.2.1	0.00197	0.949	TP
d2vzsa5/c.1.8	d1uuqa_/c.1.8	3.82e-05	0.999	TP
d2vzsa5/c.1.8	d1bqca_/c.1.8	0.0222	0.900	TP
d2ywxa_/c.23.8	d2c4wa_/c.23.13	0.0115	0.949	FP
d2ywxa_/c.23.8	d1ir6a_/c.107.1	0.0139	0.900	FP
d2ns0a1/a.4.5	d2dk8a1/a.4.5	0.0582	0.949	TP
d2ns0a1/a.4.5	d1qbja_/a.4.5	0.128	0.900	TP
d2nx8a_/c.97.1	d2pw9a1/c.97.1	0.01	0.949	TP
d1vq8e2/d.141.1	d1vq8e1/d.141.1	0.0132	0.999	TP
d1vyra_/c.1.4	d1piia2/c.1.2	0.000712	0.999	FP
d1vyra_/c.1.4	d2wkja_/c.1.10	0.000886	0.999	FP
d1vyra_/c.1.4	d1vcfa1/c.1.4	0.00137	0.999	TP
d1vyra_/c.1.4	d1m3ua_/c.1.12	0.000839	0.999	FP
d1vyra_/c.1.4	d1vema2/c.1.8	9.43e-05	0.999	FP
d1vyra_/c.1.4	d2yyua_/c.1.2	0.0025	0.949	FP
d1vyra_/c.1.4	d1jpma1/c.1.11	0.0211	0.949	FP
d1vyra_/c.1.4	d1i4na_/c.1.2	0.016	0.949	FP
d1vyra_/c.1.4	d1rd5a_/c.1.2	0.00264	0.949	FP
d1vyra_/c.1.4	d1xg4a_/c.1.12	0.00747	0.949	FP
d1vyra_/c.1.4	d1pyfa_/c.1.7	0.000752	0.949	FP
d1vyra_/c.1.4	d1w5qa_/c.1.10	0.00568	0.949	FP
d1vyra_/c.1.4	d1u1ja2/c.1.22	0.00482	0.949	FP
d1vyra_/c.1.4	d1dosa_/c.1.10	0.00237	0.949	FP
d1vyra_/c.1.4	d2pgfa_/c.1.9	0.0116	0.949	FP
d1vyra_/c.1.4	d1yeya1/c.1.11	0.0596	0.900	FP
d1vyra_/c.1.4	d3m5va_/c.1.10	0.0345	0.900	FP
d1vyra_/c.1.4	d1muwa_/c.1.15	0.0109	0.900	FP
d1w85i_/a.9.1	d1w4ha1/a.9.1	0.0208	0.999	TP
d1w9aa_/b.45.1	d2r0xa_/b.45.1	0.00725	0.900	TP
d1w9aa_/b.45.1	d2imla1/b.45.1	0.0483	0.900	TP
d1qfha1/b.1.18	d1w8oa1/b.1.18	0.00148	0.999	TP
d1qfha1/b.1.18	d2ij0c1/b.1.1	0.0106	0.949	FP
d1qfha1/b.1.18	d1rhfa1/b.1.1	0.0242	0.900	FP
d1qfha1/b.1.18	d1p7hl1/b.1.18	0.0301	0.900	TP
d1qksa2/b.70.2	d1shyb1/b.69.12	0.000419	0.999	FP
d1qksa2/b.70.2	d1w6sa_/b.70.1	5.31e-05	0.999	FP
d1qksa2/b.70.2	d1olza2/b.69.12	0.000357	0.949	FP
d1qr4a1/b.1.2	d1wgoa_/b.1.3	0.00698	0.999	FP
d1qr4a1/b.1.2	d1b4ra_/b.1.3	0.0116	0.999	FP
d1qr4a1/b.1.2	d2gysa4/b.1.2	0.00488	0.999	TP
d1qr4a1/b.1.2	d1l9na3/b.1.5	0.0814	0.949	FP
d1qr4a1/b.1.2	d1nkra2/b.1.1	0.0949	0.949	FP
d1qr4a1/b.1.2	d2qfra1/b.1.12	0.0949	0.949	FP
